,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_util,total_acc,initial_list_status,application_type
17024,55757707,59409426,20000,20000,19975.0,1,12.29,447.76,C,10,Store Manager,9,2,69000.0,Not Verified,14,1,https://lendingclub.com/browse/loanDetail.action?loan_id=55757707,,debt_consolidation,Debt consolidation,029xx,RI,10.14,0,Sep-03,0,6,0,84.2,12,0,INDIVIDUAL
17047,20069043,22331704,35000,35000,35000.0,1,24.08,1008.56,F,26,Manager,1,0,90000.0,Verified,26,1,https://lendingclub.com/browse/loanDetail.action?loan_id=20069043,,debt_consolidation,Debt consolidation,805xx,CO,30.98,0,Jan-91,0,21,0,90.4,26,1,INDIVIDUAL
17049,60237215,64213985,20000,20000,19975.0,1,17.86,506.28,D,19,Regional Service Director,1,0,90000.0,Verified,12,1,https://lendingclub.com/browse/loanDetail.action?loan_id=60237215,,debt_consolidation,Debt consolidation,751xx,TX,17.7,0,Jan-12,1,16,0,62.8,18,0,INDIVIDUAL
17070,10077021,9309806,14825,14825,14825.0,0,20.5,554.71,E,20,police officer,10,2,65000.0,Verified,32,1,https://lendingclub.com/browse/loanDetail.action?loan_id=10077021,Borrower added on 01/08/14 > Pay off credit cards and home remodel<br>,debt_consolidation,debt consolidation,191xx,PA,27.94,1,Aug-99,2,8,0,92.7,22,0,INDIVIDUAL
17072,63336385,67678142,7500,7500,7500.0,0,16.55,265.76,D,16,Checker,-1,0,24516.0,Verified,11,1,https://lendingclub.com/browse/loanDetail.action?loan_id=63336385,,debt_consolidation,Debt consolidation,812xx,CO,22.42,0,Sep-04,0,9,0,32.9,12,0,INDIVIDUAL
17105,1558923,1825948,17500,17500,17500.0,0,14.33,601.15,C,10,UNITED STATES POSTAL SERVICES,7,0,44000.0,Verified,48,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1558923,"Borrower added on 09/22/12 > I need this loan for pay off all my credit cards<br><br> Borrower added on 09/22/12 > I need this money to pay off all my credit cards and bills, I been on my job for 7 years. I understand that a good credit is very important I want to buy a house on the future, that is one reason that I going to pay my loan for  sure, I need to be on zero extra debts in order for me to buy a house.<br><br>  Borrower added on 09/23/12 > Thank's to all investors that help me on this.<br>",debt_consolidation,Lending Club Help,903xx,CA,11.13,0,Aug-99,0,9,0,75.1,26,0,INDIVIDUAL
17112,1825883,2128173,12000,12000,12000.0,0,17.77,432.43,D,15,"Clyne & Associates, P.A.",3,0,45000.0,Not Verified,46,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1825883,Borrower added on 11/04/12 > Loan is to consolidate credit card debt that has ballooned to a high interest rate.<br>,debt_consolidation,Debt Consolidation,331xx,FL,21.95,0,Oct-04,2,13,0,90.8,17,0,INDIVIDUAL
17113,16412337,18494793,13700,13700,13700.0,1,14.99,325.58,C,14,Warehouse Mgr,6,2,42000.0,Not Verified,28,1,https://lendingclub.com/browse/loanDetail.action?loan_id=16412337,,debt_consolidation,Debt consolidation,339xx,FL,23.34,0,Apr-03,1,6,0,47.6,16,0,INDIVIDUAL
17118,25065964,27528925,5000,5000,5000.0,0,14.99,173.51,C,14,Deli Associate,5,0,20000.0,Verified,25,1,https://lendingclub.com/browse/loanDetail.action?loan_id=25065964,Borrower added on 12/02/13 > credit card consolidation; current on all payments<br>,debt_consolidation,Debt consolidation,461xx,IN,34.85,0,Sep-03,3,10,0,40.8,25,1,INDIVIDUAL
17119,1375491,1620036,6075,6075,6075.0,0,14.65,209.83,C,11,Airdrome Precision Components,5,2,55000.0,Not Verified,50,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1375491,"Borrower added on 06/20/12 > Loan would be to pay off high interest credit cards, and school loan.<br>",debt_consolidation,Debt Consolidation,905xx,CA,22.81,0,Sep-95,1,11,0,28.1,24,0,INDIVIDUAL
17127,1429854,1680902,27300,27300,27050.0,0,14.09,933.99,B,9,kaiser hospital,10,2,225000.0,Source Verified,49,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1429854,Borrower added on 07/18/12 > i want to consolidate my high rate credit card accounts.<br><br> Borrower added on 07/18/12 > WANT TO CONSOLIDATE ACCOUNTS<br><br>  Borrower added on 07/24/12 > IN 3 YRS I WANT TO BE DEBT FREE.<br>,debt_consolidation,debt consolidation,923xx,CA,8.82,0,Jun-91,0,20,0,56.0,45,0,INDIVIDUAL
17129,20720852,22993366,27575,27575,27575.0,0,17.57,991.21,D,18,General Superintendent,10,2,210000.0,Source Verified,26,1,https://lendingclub.com/browse/loanDetail.action?loan_id=20720852,,debt_consolidation,Debt consolidation,672xx,KS,20.72,1,Nov-97,1,15,1,84.2,24,0,INDIVIDUAL
17131,51046192,54445933,3275,3275,3275.0,0,13.99,111.54,C,13,care giver,2,2,30000.0,Not Verified,15,1,https://lendingclub.com/browse/loanDetail.action?loan_id=51046192,,debt_consolidation,Debt consolidation,530xx,WI,18.44,0,Nov-95,0,12,1,54.3,35,0,INDIVIDUAL
17144,66404409,71130238,22725,22725,22725.0,1,18.99,589.44,E,22,Professor,5,0,75000.0,Source Verified,9,1,https://lendingclub.com/browse/loanDetail.action?loan_id=66404409,,debt_consolidation,Debt consolidation,750xx,TX,29.62,0,Mar-97,2,23,0,62.4,45,1,INDIVIDUAL
17145,73701266,79038978,10000,10000,10000.0,1,22.45,278.55,E,24,manufacturing technician III,10,2,65000.0,Source Verified,6,1,https://lendingclub.com/browse/loanDetail.action?loan_id=73701266,,credit_card,Medical expenses,951xx,CA,24.51,1,Mar-97,4,21,0,47.8,41,1,INDIVIDUAL
17153,38566940,41350799,20000,20000,20000.0,0,11.99,664.15,B,9,President,4,2,120000.0,Not Verified,20,1,https://lendingclub.com/browse/loanDetail.action?loan_id=38566940,"Borrower added on 06/12/12 > Currently paying 20% apr on credit card debt, mostly from my wedding. I have great credit, but Discover will not budge on the rate. Looking for the lowest interest rate possible in order to pay the debt off quicker.<br><br> Borrower added on 06/12/12 > paying 20% apr on credit card debt accumulated mostly from a wedding. I have good credit, but my card will not budge on the rate. I am looking looking for a lower interest rate so that I can pay this off as quickly as possible and start saving for a house. Thank you for your consideration!<br>",debt_consolidation,Debt consolidation,210xx,MD,23.0,4,Aug-89,1,17,0,87.5,31,0,INDIVIDUAL
17160,521368,674197,18250,13075,13060.72496,1,16.07,318.46,D,19,richmond police department,7,2,70160.0,Not Verified,75,1,https://lendingclub.com/browse/loanDetail.action?loan_id=521368,"Borrower added on 05/23/10 > my wife and i are planning a family. recently citibank's rates went up, and i am looking to pay off this debt in 3 yrs- they are just not cooperating with decent rates in comparison to my excellent credit and payment history. i have a stable job in policing and a savings plan that will allow me to pay this debt off reasonably within 36-48mos.<br/> Borrower added on 05/25/10 > hi, i would just like to say thank you to potential investors who assist in funding this loan- i have done some research on lending club, and i am happy to see the benefits involved for both borrowers and investors. i think it is incredible that there is actually a way to avoid using the big name banks who have already abused their bailout, and are making it even harder for hardworking people who want to get out of debt do so. it seems like the more committed i am to being debt free, and raise a family that way, corporate america says no thank you. anyway, again, thank you, this has been a neat learning process! <br/>ashley (ethan's wife)<br/> Borrower added on 06/02/10 > Hello, someone has recently asked if we had verified our income- I emailed customer service in an effort to do this, but so it is readily available: This year for taxes we filed with a gross of just a little over  $102,000. In addition to this I recently took a part time teaching adjunct position that will increase my salary at minimum by $11,400- and will increase if/when I opt to teach more than 2 classes per quarter. That is why I am confident that this loan will be repayed within my 3 year goal period of time, if not sooner! Thank you all again for your consideration! You may be asking yourself why I would even consider doing this loan then, well the answer is: I am not going to repay Citibank with my loyalty after they triple my interest rate after having been an excellent customer for 10 years! I believe in people who do the right thing being rewarded, and they flat out refused to change their ridiculous rates. I would rather provide an interest/return for investors than for a bank who is poorly managing their customers money, and over-debting customers who may have no intention of repaying their debt. I look forward to being a Lending Club investor when my plan is complete and I am in a position to do so! - Ashley<br/> Borrower added on 06/05/10 > Thank you all for investing! I just wanted to let potential investors know that I have recieved some helpful information and suggestions, and whether or not the loan is fully or partially funded, we are going to accept the funds and begin with our debt free plan!! Thank you!<br/>",credit_card,Debt consolidation loan,232xx,VA,21.89,0,Aug-99,1,15,0,57.7,27,0,INDIVIDUAL
17162,29094187,31627371,11950,11950,11950.0,0,19.52,441.09,E,21,cafeteria supervisor,10,0,39000.0,Verified,23,1,https://lendingclub.com/browse/loanDetail.action?loan_id=29094187,,debt_consolidation,Debt consolidation,328xx,FL,23.77,0,Sep-07,0,9,0,68.5,14,1,INDIVIDUAL
17163,1655027,1947182,19600,19600,19600.0,1,16.29,479.31,C,13,"Psychiatry Associates of Eugene, PC",5,2,60000.0,Verified,46,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1655027,"Borrower added on 10/24/12 > I will use my loan from Lending Club to first consolidate some debts and then I will put a new 30 year roof and new gutters on my home. I will also do a partial remodel of the main bathroom, which needs updating. Thank you for this opportunity to accomplish these important functions.<br>",debt_consolidation,Debt consolidation,974xx,OR,17.56,0,Jan-90,3,15,0,77.5,35,0,INDIVIDUAL
17166,28593259,31116414,9250,9250,9250.0,0,15.61,323.32,D,15,Marketing Director,7,0,50000.0,Not Verified,23,1,https://lendingclub.com/browse/loanDetail.action?loan_id=28593259,,debt_consolidation,Debt consolidation,950xx,CA,0.69,0,Dec-06,0,11,1,88.3,21,1,INDIVIDUAL
17192,32459206,35082454,10000,10000,10000.0,0,13.35,338.17,C,11,SEC,10,0,78000.0,Not Verified,23,1,https://lendingclub.com/browse/loanDetail.action?loan_id=32459206,,debt_consolidation,Debt consolidation,016xx,MA,13.79,3,Sep-02,1,6,0,59.9,27,0,INDIVIDUAL
17213,12315275,14307422,7000,7000,7000.0,0,11.99,232.4,B,7,carpenter forman,3,0,80000.0,Source Verified,31,1,https://lendingclub.com/browse/loanDetail.action?loan_id=12315275,,credit_card,Credit card refinancing,531xx,WI,16.15,0,May-87,4,7,1,60.5,24,0,INDIVIDUAL
17223,57823786,61576551,11525,11525,11400.0,1,18.55,296.03,E,21,inside sales manager,9,0,64000.0,Verified,13,1,https://lendingclub.com/browse/loanDetail.action?loan_id=57823786,,credit_card,Credit card refinancing,954xx,CA,32.04,0,Dec-94,2,12,0,74.0,28,0,INDIVIDUAL
17224,48556211,51804995,18000,18000,18000.0,1,18.55,462.32,E,21,Sales Rep,3,2,77000.0,Verified,15,1,https://lendingclub.com/browse/loanDetail.action?loan_id=48556211,,debt_consolidation,Debt consolidation,075xx,NJ,17.72,1,Sep-99,1,17,0,61.0,44,1,INDIVIDUAL
17227,44047385,47064172,5225,5225,5225.0,0,23.99,204.63,F,26,Program Director,-1,2,40000.0,Verified,17,1,https://lendingclub.com/browse/loanDetail.action?loan_id=44047385,,vacation,Vacation,532xx,WI,36.64,0,Nov-99,1,24,1,60.0,43,0,INDIVIDUAL
17238,59340175,63237910,10800,10800,10800.0,1,19.19,281.21,E,22,Sales,1,0,55000.0,Source Verified,12,1,https://lendingclub.com/browse/loanDetail.action?loan_id=59340175,,credit_card,Credit card refinancing,684xx,NE,14.69,1,Sep-92,1,5,0,75.8,18,1,INDIVIDUAL
17242,19867343,22090073,12000,12000,12000.0,1,14.99,285.62,C,14,Braillo Machine Operator,10,2,34000.0,Not Verified,26,1,https://lendingclub.com/browse/loanDetail.action?loan_id=19867343,,debt_consolidation,Debt consolidation,402xx,KY,22.73,0,Aug-95,0,11,1,60.7,18,0,INDIVIDUAL
17268,1034051,1263631,20000,20000,20000.0,1,17.27,499.78,D,17,post office,10,0,56508.0,Source Verified,57,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1034051,,credit_card,person loan,941xx,CA,23.23,1,Jun-02,1,11,0,60.9,21,0,INDIVIDUAL
17275,56716330,60406054,27600,27600,27600.0,1,15.61,665.64,D,15,warehouse/driver,10,2,60000.0,Not Verified,13,1,https://lendingclub.com/browse/loanDetail.action?loan_id=56716330,,credit_card,Credit card refinancing,722xx,AR,22.63,0,Jun-77,1,6,0,76.9,24,1,INDIVIDUAL
17296,70143060,75160839,16200,16200,16200.0,0,11.99,538.06,C,10,Accounts Receivable,-1,0,84500.0,Verified,8,1,https://lendingclub.com/browse/loanDetail.action?loan_id=70143060,,debt_consolidation,Debt consolidation,801xx,CO,9.03,2,Jul-96,1,15,0,60.0,39,1,INDIVIDUAL
17299,56120984,59782834,16375,16375,16375.0,1,18.25,418.19,E,20,Office Manager,5,0,62000.0,Verified,13,1,https://lendingclub.com/browse/loanDetail.action?loan_id=56120984,"Borrower added on 11/16/13 > This is my 2nd loan so your risk is very low. I am doing a major remodel of my home prior to a refinance. Got my quotes and the contractor is ready 2 go! I will convert an old single bathroom into two, revamp the master bedroom, living room, and two small bedrooms (drywall refinish, paint, &amp; carpet)<br>",credit_card,Credit card refinancing,334xx,FL,40.11,0,Nov-96,0,7,0,80.2,33,1,INDIVIDUAL
17301,35873157,38568570,15000,15000,15000.0,1,18.54,385.43,E,20,Brookhaven National Lab,-1,2,44000.0,Verified,22,1,https://lendingclub.com/browse/loanDetail.action?loan_id=35873157,Borrower added on 02/18/11 > paying off previous loan with lending.com case # 140979 and free up cash for daughters sweet 16 plus personal cash.<br/> Borrower added on 02/23/11 > I have submitted the required paper work and verified all three steps to process the loan<br/>,debt_consolidation,Debt consolidation,441xx,OH,36.34,2,Mar-96,1,8,0,62.7,33,0,INDIVIDUAL
17303,8638591,10410422,22000,22000,22000.0,1,14.3,515.34,C,10,Patient Access Department Supervisor,3,2,50000.0,Verified,34,1,https://lendingclub.com/browse/loanDetail.action?loan_id=8638591,Borrower added on 11/04/13 > FINALLY got my student loans consolidated. Now it's time to consolidate the debt I accrued while my student loans were out of control and get my finances on track for good!<br>,debt_consolidation,Path to Freedom!,168xx,PA,21.93,0,Aug-97,2,13,0,6.7,29,0,INDIVIDUAL
17305,71886794,77072560,30000,30000,30000.0,0,10.75,978.59,B,8,Counselor,5,2,65000.0,Source Verified,7,1,https://lendingclub.com/browse/loanDetail.action?loan_id=71886794,,credit_card,Credit card refinancing,917xx,CA,13.02,0,Nov-00,0,11,1,70.3,27,1,INDIVIDUAL
17327,49983189,53341902,12000,12000,12000.0,0,17.57,431.24,D,18,teacher,3,2,35000.0,Not Verified,15,1,https://lendingclub.com/browse/loanDetail.action?loan_id=49983189,,car,Car financing,295xx,SC,2.82,0,Oct-07,1,18,0,13.0,34,1,INDIVIDUAL
17335,7715166,9417275,10000,10000,10000.0,0,7.9,312.5,A,3,Property Management Administrator,1,0,45000.0,Source Verified,34,1,https://lendingclub.com/browse/loanDetail.action?loan_id=7715166,,credit_card,payitoff,787xx,TX,5.75,0,Dec-94,0,5,0,48.5,24,0,INDIVIDUAL
17338,11654835,13626988,6000,6000,6000.0,0,11.99,199.13,B,7,Medical assembly Medtronic/Covideine,-1,2,42238.32,Verified,31,1,https://lendingclub.com/browse/loanDetail.action?loan_id=11654835,Borrower added on 02/06/14 > Need to clear up some debt related to helping my son and make it easier to pay down having one payment.<br>,debt_consolidation,Debt consolidation,295xx,SC,22.22,0,Nov-93,0,6,0,58.0,11,0,INDIVIDUAL
17344,60216209,64192965,4000,4000,4000.0,0,14.65,138.0,C,14,contractor,1,1,26572.0,Verified,12,1,https://lendingclub.com/browse/loanDetail.action?loan_id=60216209,,car,Car financing,667xx,KS,33.48,0,May-95,0,6,0,67.1,12,1,INDIVIDUAL
17359,28774012,31287210,35000,35000,35000.0,1,18.24,893.68,D,19,Operator,1,2,135000.0,Verified,23,1,https://lendingclub.com/browse/loanDetail.action?loan_id=28774012,,debt_consolidation,Debt consolidation,795xx,TX,35.81,0,Mar-89,1,19,0,79.9,46,1,INDIVIDUAL
17364,389428,423650,12000,12000,6449.997573,0,13.47,407.35,C,13,Indian Spring Country Club,7,2,25568.0,Source Verified,89,1,https://lendingclub.com/browse/loanDetail.action?loan_id=389428,"To whom it may concern, this is extremely important for me to have a loan so that I can become debt free. The debt consolidation loan is something that I have looked into several times, now it is very urgent that my request for one is approved. When you check my credit history, my payments are and have been on time, just accumulated a lot of debt. I am a very good risk, because I pay my bills on time. I would certainly appreciate an approval. I would need this approved by theend of this week. Thanks. Thank you very much for your cooperation with this urgent matter.    Very Truly Yours, Jean-Pierre Petrie",debt_consolidation,Debt reduction and/or elimination,334xx,FL,9.12,0,Mar-78,1,10,0,94.8,17,0,INDIVIDUAL
17365,3148527,3860942,28000,28000,28000.0,0,13.11,944.91,B,8,Santa Barbara City College,10,0,120000.0,Verified,44,1,https://lendingclub.com/browse/loanDetail.action?loan_id=3148527,,debt_consolidation,Debt consolidation,931xx,CA,21.28,0,Jul-83,0,9,0,55.0,34,1,INDIVIDUAL
17376,6839007,8460782,26000,26000,25950.0,1,24.5,755.49,F,27,Forklift operator,-1,2,80000.0,Verified,36,1,https://lendingclub.com/browse/loanDetail.action?loan_id=6839007,,debt_consolidation,Debt consolidation,113xx,NY,21.16,3,Nov-95,3,15,0,38.9,35,0,INDIVIDUAL
17383,7265206,8907326,22000,22000,22000.0,1,16.2,537.45,C,13,Pat Salmon Co,10,2,75000.0,Source Verified,36,1,https://lendingclub.com/browse/loanDetail.action?loan_id=7265206,,debt_consolidation,1st and only consolidation loan,754xx,TX,8.82,0,Jun-98,0,8,0,58.2,18,0,INDIVIDUAL
17387,17283406,19415933,4800,4800,4800.0,0,14.99,166.5,C,14,IMOD,4,0,52000.0,Verified,28,1,https://lendingclub.com/browse/loanDetail.action?loan_id=17283406,,other,Other,850xx,AZ,26.19,0,Apr-04,0,14,0,76.8,37,0,INDIVIDUAL
17388,26319926,28792664,24000,24000,24000.0,1,14.49,564.17,C,13,security officer,10,2,100000.0,Source Verified,24,1,https://lendingclub.com/browse/loanDetail.action?loan_id=26319926,,debt_consolidation,Debt consolidation,386xx,MS,20.13,0,Sep-97,0,9,0,53.3,40,0,INDIVIDUAL
17407,22384175,24716783,14500,14500,14500.0,1,16.99,359.91,D,17,Echovascular Sonographer,-1,2,43400.0,Verified,25,1,https://lendingclub.com/browse/loanDetail.action?loan_id=22384175,,debt_consolidation,Debt consolidation,321xx,FL,30.85,0,May-93,0,16,0,82.5,50,1,INDIVIDUAL
17421,58712718,62553451,3000,3000,2900.0,0,21.99,114.6,F,25,Accounting Clerk,5,0,30106.0,Source Verified,12,1,https://lendingclub.com/browse/loanDetail.action?loan_id=58712718,,debt_consolidation,Debt consolidation,723xx,AR,19.3,0,Feb-06,0,7,0,54.3,14,0,INDIVIDUAL
17424,8654785,6187402,6575,6575,6575.0,0,17.1,234.96,C,14,Journeyman Electrician,10,1,72000.0,Source Verified,34,1,https://lendingclub.com/browse/loanDetail.action?loan_id=8654785,"Borrower added on 06/11/13 > Personal payoff for tires and such<br><br> Borrower added on 06/11/13 > Payoff Dad for tires,and home improvements.<br>",credit_card,Credit card refinancing,088xx,NJ,14.9,0,Nov-96,2,4,1,64.6,10,0,INDIVIDUAL
